Date,Year,Month,Tmin,Tmax,Tmean,Rain,Days,ETom,ETci_Chilli,ETci_Tobacco,ETci_Pulses,ETci_plot 1,ETci_plot 2,ETci_plot 3,RG_days_Chilli,RG_days_Tobacco,RG_days_Pulses,Irr_Area_Chilli,Rainfed_Area_Chilli,Irr_Area_Tobacco,Rainfed_Area_Tobacco,Irr_Area_Pulses,Rainfed_Area_Pulses,Qom,Qom(m^3),GWnrm_plot 1,GWnrm_plot 2,GWnrm_plot 3,GWnrm_Fallow,Recharge,IWR_Chilli,AE_soil_Chilli,AE_crop_Chilli,IWR_Tobacco,AE_soil_Tobacco,AE_crop_Tobacco,IWR_Pulses,AE_soil_Pulses,AE_crop_Pulses,Irrigation_eff_Chilli,Irr_water_need_Chilli,Irrigation_eff_Tobacco,Irr_water_need_Tobacco,Irrigation_eff_Pulses,Irr_water_need_Pulses,Irr_water_need,Total Irrigated Area,Total Rainfed Area,Residual_storage,Accumulated_natural_recharge,Potential_ET,Canal_supply,IWR_after_canal,Potential_recharge,Domestic_need,Other_need,GW_need,SW_need,SW_abstracted,value_after_subtracting_domestic_SW_use,Value after Rejected Recharge,Storage,all_req_met,Actual_Recharge,Actual_ET,Actual_IWR,Runoff_captured,Runoff_left_after_storage,Runoff in GW recharge str,added_monthly_recharge,Cumulative_storage_monthly,GW_abstracted,Cumulative_left_after_domestic_abstraction,GW_extracted,Cumulative_left_after_crop_abstraction,Rejected_recharge,GW_left_after_rejected_recharge,Captured Runoff in m³,Actual_Recharge_mm,Runoff in GW recharge str_mm,Captured Runoff in m³_mm,Rejected_recharge_mm,Percent_Irr_Water_Req_Fulfilled,Irr_CWR_met_Chilli,Rainfed_CWR_met_Chilli,%Irr_CWR_met_Chilli,%Rainfed_CWR_met_Chilli,Irr_CWR_met_Tobacco,Rainfed_CWR_met_Tobacco,%Irr_CWR_met_Tobacco,%Rainfed_CWR_met_Tobacco,Irr_CWR_met_Pulses,Rainfed_CWR_met_Pulses,%Irr_CWR_met_Pulses,%Rainfed_CWR_met_Pulses,runoff to recharge,final_ro,Final_Runoff,Final_Recharge,Final_ET_Bio,Final_ET
1998-11-30,Year1,11,22,31,26.48,147.842,30,115.491,121.266,138.589,54.8583,121.266,138.589,54.8583,30,30,23,712,0,1600,280,0,1150,36.895840750249704,2.48198e+06,0,0,21.8538,30.5156,15.0569,0.272489,0,120.993,5.35029,0,133.239,0.066978,37.2789,54.7913,0.585,3316.45,0.585,146333,0,0,149649,2312,1430,8.0724e+06,1.01288e+06,2598.55,0,149649,11445,40320,450,24462,16308,16308,2.46568e+06,5.60706e+06,124805,0,8726.07,1981.22,114098,78906.6,2.38677e+06,518400,527126,9.6124e+06,24462,9.58794e+06,35551.4,9.55239e+06,1.47999e+06,8.0724e+06,597307,0.129717,7.70626,8.87924,22.0008,1,121.266,120.993,1,0.997753,138.589,133.239,1,0.961395,54.8583,54.7913,1,0.998779,7.83598,28.01659911320116,50.01735363082089,0.892128,346.302,346.302
1998-12-31,Year1,12,17.9,29.8,23.89,2.06554,31,120.998,127.048,99.9206,121.583,127.048,99.9206,121.583,31,31,31,712,0,1600,280,0,1150,0,0,0,0,0,0,0,56.7382,0,70.3093,47.3323,0,52.5883,26.157,0,95.4262,0.585,690557,0.585,1.29456e+06,0,0,1.98512e+06,2312,1430,8.0724e+06,0,2722.45,0,1.98512e+06,11445,41664,465,25277.4,16851.6,0,0,1.47999e+06,124805,0,714.452,169.948,123921,124805,-124805,-124805,-124091,7.94831e+06,25277.4,7.92303e+06,1.8612e+06,6.06184e+06,0,6.06184e+06,0,0.0106207,-1.85528,0,0,1,127.048,70.3093,1,0.55341,99.9206,52.5883,1,0.526301,121.583,95.4262,1,0.784864,-1.84466,0.0,0.0,0,218.324,218.324
1999-01-31,Year2,1,17.4,30.3,23.85,1.51642,31,130.125,133.231,20.1483,17.6298,133.231,20.1483,17.6298,31,7,5,712,0,1600,280,0,1150,0,0,0,0,0,0,0,99.4292,0,33.8015,12.195,0,7.95336,8.26311,0,9.36667,0.585,1.21015e+06,0.585,333537,0,0,1.54368e+06,2312,1430,6.06184e+06,0,2927.8,0,1.54368e+06,11445,41664,465,25277.4,16851.6,0,0,0,-1.45519e-11,0,-1.06894e-13,-2.7345e-14,-1.44177e-11,0,0,0,-1.06894e-13,6.06184e+06,25277.4,6.03656e+06,1.54368e+06,4.49287e+06,0,4.49287e+06,0,-1.58903e-18,0,0,0,1,133.231,33.8015,1,0.253707,20.1483,7.95336,1,0.394741,17.6298,9.36667,1,0.531298,-1.58903e-18,0.0,0.0,0,51.1215,51.1215
1999-02-28,Year2,2,19.7,33,26.35,0.853843,28,139.465,101.012,0,0,101.012,0,0,25,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,78.8049,0,22.2075,0,0,0,0,0,0,0.585,959130,0,0,0,0,959130,712,0,4.49287e+06,0,3137.96,0,959130,11445,37632,420,22831.2,15220.8,0,0,0,1.61559e-27,0,1.89896e-29,5.20651e-30,1.59139e-27,0,0,0,1.89896e-29,4.49287e+06,22831.2,4.47004e+06,959130,3.51091e+06,0,3.51091e+06,0,2.82289e-34,0,0,0,1,101.012,22.2075,1,0.219849,0,0,0,0,0,0,0,0,2.82289e-34,0.0,0.0,2.82289e-34,22.2075,22.2075
1999-03-31,Year2,3,22.9,36.4,29.62,5.25313,31,183.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51091e+06,0,4136.78,0,0,11445,41664,465,25277.4,16851.6,0,0,0,0,0,0,0,0,0,0,0,0,3.51091e+06,25277.4,3.48564e+06,0,3.48564e+06,0,3.48564e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1999-04-30,Year2,4,25.8,39.3,32.53,0.255931,30,199.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48564e+06,0,4493.03,0,0,11445,40320,450,24462,16308,0,0,0,0,0,0,0,0,0,0,0,0,3.48564e+06,24462,3.46117e+06,0,3.46117e+06,0,3.46117e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1999-05-31,Year2,5,26.6,37.9,32.28,47.5813,31,190.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951051479662179,6397.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46117e+06,0,4294.11,0,0,11445,41664,465,25277.4,16851.6,6397.72,0,6397.72,0,0,0,0,0,0,0,0,0,3.46117e+06,25277.4,3.4359e+06,0,3.4359e+06,0,3.4359e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951051479662179,0.0951051479662179,0,0,0
1999-06-30,Year2,6,25.9,36.2,31.06,31.0479,30,170.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4359e+06,0,3846.46,0,0,11445,40320,450,24462,16308,0,0,0,0,0,0,0,0,0,0,0,0,3.4359e+06,24462,3.41143e+06,0,3.41143e+06,0,3.41143e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0
1999-07-31,Year2,7,25.4,34.7,30.05,100.119,31,164.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.813031445909907,996473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41143e+06,0,3698.73,0,0,11445,41664,465,25277.4,16851.6,16851.6,979621,996473,124805,1,11445,3698.73,0,124805,854816,518400,529845,3.94128e+06,25277.4,3.916e+06,0,3.916e+06,0,3.916e+06,643205,0.170135,7.70626,9.56154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87639,5.251488410381439,5.251488410381439,7.87639,0,0
1999-08-31,Year2,8,24.9,33.5,29.18,117.664,31,154.224,77.1119,0,0,77.1119,0,0,31,0,0,712,0,0,0,0,0,12.679493925414452,852950,0,0,0,11.6533,4.08402,38.0861,58.7575,39.0258,0,0,0,0,0,0,0.585,463544,0,0,0,0,463544,712,0,3.916e+06,274732,3470.04,0,463544,11445,41664,465,25277.4,16851.6,16851.6,836098,852950,124805,0,2985.41,905.152,120914,15143.7,820954,518400,521385,4.71212e+06,25277.4,4.68684e+06,342629,4.34421e+06,0,4.34421e+06,533544,0.0443795,7.70626,7.93138,0,1,77.1119,39.0258,1,0.506093,0,0,0,0,0,0,0,0,7.75064,4.748116947099581,4.748116947099581,11.8347,97.7834,97.7834
1999-09-30,Year2,9,24.8,33.2,29.04,62.2579,30,140.975,108.551,69.5477,0,108.551,69.5477,0,30,30,0,712,0,1600,280,0,0,0,0,0,0,0,0,0,64.944,4.07611,43.6068,32.2417,26.0702,37.3059,0,0,0,0.585,790429,0.585,881825,0,0,1.67225e+06,2312,280,4.34421e+06,0,3171.94,0,1.67225e+06,11445,40320,450,24462,16308,0,0,0,0,0,0,0,0,0,0,0,0,4.34421e+06,24462,4.31975e+06,1.67225e+06,2.6475e+06,0,2.6475e+06,0,0,0,0,0,1,108.551,43.6068,1,0.401718,69.5477,37.3059,1,0.536408,0,0,0,0,0,0.0,0.0,0,111.059,111.059
1999-10-31,Year2,10,23.9,31.9,27.88,172.751,31,128.97,115.657,108.168,0,115.657,108.168,0,31,31,0,712,0,1600,280,0,0,23.388385972211932,1.57334e+06,0,4.56999,0,22.5686,9.40073,33.042,0,82.615,3.40919,0,104.759,0,0,0,0.585,402152,0.585,93242.8,0,0,495395,2312,280,2.6475e+06,632387,2901.82,0,495395,11445,41664,465,25277.4,16851.6,16851.6,1.55649e+06,1.57334e+06,124805,0,2802.19,710.482,121292,124805,1.43168e+06,518400,521202,3.80109e+06,25277.4,3.77581e+06,374102,3.40171e+06,0,3.40171e+06,643205,0.0416559,7.70626,9.56154,0,1,115.657,82.615,1,0.714311,108.168,104.759,1,0.968483,0,0,0,0,7.74791,13.826842936683464,13.826842936683464,17.1486,187.374,187.374
1999-11-30,Year2,11,21.2,31.4,26.34,33.8057,30,122.561,128.689,147.073,58.2164,128.689,147.073,58.2164,30,30,23,712,0,1600,280,0,1150,0,0,0,0,0,0,0,62.4292,0,66.2598,39.0306,0,108.043,13.4465,0.781833,44.7699,0.585,759822,0.585,1.0675e+06,0,0,1.82732e+06,2312,1430,3.40171e+06,0,2757.62,0,1.82732e+06,11445,40320,450,24462,16308,0,0,0,1.45519e-11,0,9.04394e-14,2.1791e-14,1.44397e-11,0,0,0,9.04394e-14,3.40171e+06,24462,3.37724e+06,1.82732e+06,1.54992e+06,0,1.54992e+06,0,1.34442e-18,0,0,0,1,128.689,66.2598,1,0.514883,147.073,108.043,1,0.734618,58.2164,44.7699,1,0.769026,1.34442e-18,0.0,0.0,1.34442e-18,219.854,219.854
1999-12-31,Year2,12,18.2,30.2,24.22,2.61692,31,122.467,128.59,101.134,123.059,128.59,101.134,123.059,31,31,31,712,0,1600,280,0,1150,0,0,0,0,0,0,0,89.8861,0,38.704,61.14,0,39.9939,19.0891,0,103.97,0.585,1.094e+06,0.585,1.6722e+06,0,0,2.7662e+06,2312,1430,1.54992e+06,0,2755.5,0,2.7662e+06,11445,41664,465,25277.4,16851.6,0,0,0,0,0,0,0,0,0,0,0,0,1.54992e+06,25277.4,1.52464e+06,1.52464e+06,0,0,0,0,0,0,0,0,0.551168,88.2464,38.704,0.686261,0.300988,73.6923,39.9939,0.728661,0.395455,114.492,103.97,0.930377,0.844879,0,0.0,0.0,0,182.668,182.668
2000-01-31,Year3,1,18.7,31.5,25.1,0.05,31,133.509,136.696,20.6724,18.0884,136.696,20.6724,18.0884,31,7,5,712,0,1600,280,0,1150,0,0,0,0,0,0,0,107.894,0,28.8023,13.6128,0,7.05959,8.15248,0,9.93589,0.585,1.31317e+06,0.585,372317,0,0,1.68549e+06,2312,1430,0,0,3003.96,0,1.68549e+06,11445,41664,465,25277.4,16851.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8023,28.8023,0.210703,0.210703,7.05959,7.05959,0.341498,0.341498,9.93589,9.93589,0.549297,0.549297,0,0.0,0.0,0,45.7978,45.7978
2000-02-29,Year3,2,21.8,32.3,27.05,105.6,29,130.378,91.1749,0,0,91.1749,0,0,25,0,0,712,0,0,0,0,0,24.611245371683413,1.6556e+06,0,0,0,18.8846,6.6183,58.0199,0,33.1549,0,0,0,0,0,0,0.585,706157,0,0,0,0,706157,712,0,0,445213,2933.51,0,706157,11445,38976,435,23646.6,15764.4,15764.4,1.63983e+06,1.6556e+06,124805,0,1982.41,508.118,122314,124805,1.51503e+06,518400,520382,965595,23646.6,941949,583842,358106,0,358106,643205,0.0294694,7.70626,9.56154,0,1,91.1749,33.1549,1,0.363641,0,0,0,0,0,0,0,0,7.73573,15.049702336154946,15.049702336154946,14.354,33.1549,33.1549
2000-03-31,Year3,3,22.4,35.6,28.99,0,31,179.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358106,0,4036.21,0,0,11445,41664,465,25277.4,16851.6,0,0,0,-1.45519e-11,0,-1.0758e-11,-3.79393e-12,-0,0,0,0,-1.0758e-11,358106,25277.4,332829,0,332829,0,332829,0,-1.59923e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59923e-16,0.0,0.0,0,0,0
2000-04-30,Year3,4,26.3,39,32.62,9.67,30,194.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332829,0,4365.67,0,0,11445,40320,450,24462,16308,0,0,0,-1.61559e-27,0,-1.16949e-27,-4.46099e-28,-0,0,0,0,-1.16949e-27,332829,24462,308367,0,308367,0,308367,0,-1.7385e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7385e-32,0.0,0.0,0,0,0
2000-05-31,Year3,5,27.3,39.5,33.36,50.5,31,202.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.107051022396257,74471.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308367,0,4558.06,0,0,11445,41664,465,25277.4,16851.6,16851.6,57619.7,74471.3,57619.7,1,11445,4558.06,0,57619.7,0,0,11445,319812,25277.4,294534,0,294534,0,294534,57619.7,0.170135,0,0.856544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170135,0.2505069124423964,0.2505069124423964,0.170135,0,0
2000-06-30,Year3,6,25.5,34.4,29.97,132.53,30,155.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91377421202978,1.67595e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294534,0,3495.74,0,0,11445,40320,450,24462,16308,16308,1.65964e+06,1.67595e+06,124805,1,11445,3495.74,0,83188.3,1.57645e+06,518400,529845,824380,24462,799918,0,799918,0,799918,601588,0.170135,7.70626,8.94289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87639,15.970882382457534,15.970882382457534,7.87639,0,0
2000-07-31,Year3,7,24.7,32.7,28.71,154.36,31,148.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.32747577960359,4.52912e+06,0,5.29179,0,18.67,8.26997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799918,556321,3334.42,0,0,11445,41664,465,25277.4,16851.6,16851.6,4.51227e+06,4.52912e+06,124805,1,11445,3334.42,0,14940.7,4.49733e+06,518400,529845,1.88608e+06,25277.4,1.86081e+06,0,1.86081e+06,0,1.86081e+06,533341,0.170135,7.70626,7.92836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87639,59.39911635456342,59.39911635456342,16.1464,0,0
2000-08-31,Year3,8,24.2,32,28.06,343.52,31,143.374,71.687,0,0,71.687,0,0,31,0,0,712,0,0,0,0,0,167.18934710021762,1.12468e+07,5.83573,29.7559,29.7498,29.7559,26.7984,16.1683,102.265,55.5188,0,0,0,0,0,0,0.585,196783,0,0,0,0,196783,712,0,1.86081e+06,1.80273e+06,3225.92,0,196783,11445,41664,465,25277.4,16851.6,16851.6,1.123e+07,1.12468e+07,124805,0,6755.11,1904.01,116146,14779.4,1.12152e+07,518400,525155,4.18869e+06,25277.4,4.16341e+06,80637,4.08277e+06,0,4.08277e+06,533179,0.100418,7.70626,7.92596,0,1,71.687,55.5188,1,0.77446,0,0,0,0,0,0,0,0,7.80668,159.26338573151932,159.26338573151932,34.6051,157.784,157.784
2000-09-30,Year3,9,24.7,33.6,29.15,69.15,30,145.451,111.997,71.7557,0,111.997,71.7557,0,30,30,0,712,0,1600,280,0,0,0,0,0,0,0,0,0,35.0795,8.66151,76.9176,31.0088,45.7725,40.747,0,0,0,0.585,426951,0.585,848103,0,0,1.27505e+06,2312,280,4.08277e+06,0,3272.64,0,1.27505e+06,11445,40320,450,24462,16308,0,0,0,-1.45519e-11,0,-1.29129e-13,-3.69238e-14,-1.43859e-11,0,0,0,-1.29129e-13,4.08277e+06,24462,4.05831e+06,1.27505e+06,2.78326e+06,0,2.78326e+06,0,-1.91956e-18,0,0,0,1,111.997,76.9176,1,0.686782,71.7557,40.747,1,0.567857,0,0,0,0,-1.91956e-18,0.0,0.0,0,172.099,172.099
2000-10-31,Year3,10,23.3,32.9,28.11,100.85,31,141.991,127.334,119.089,0,127.334,119.089,0,31,31,0,712,0,1600,280,0,0,0.44469584771654874,29914.7,0,0,4.34684,4.34743,2.39131,2.28896,0,125.045,5.51269,0,113.576,0,0,0,0.585,27858.8,0.585,150774,0,0,178633,2312,280,2.78326e+06,160863,3194.79,0,178633,11445,41664,465,25277.4,16851.6,13063.1,16851.6,29914.7,16851.6,0,997.897,278.556,15575.1,16851.6,0,0,997.897,2.94512e+06,25277.4,2.91984e+06,163058,2.75678e+06,0,2.75678e+06,16851.6,0.0148342,0,0.250507,0,1,127.334,125.045,1,0.982024,119.089,113.576,1,0.95371,0,0,0,0,0.0148342,0.19418893527415237,0.19418893527415237,2.40614,238.621,238.621
2000-11-30,Year3,11,21.1,31.5,26.3,53.31,30,123.645,129.827,148.373,58.7311,129.827,148.373,58.7311,30,30,23,712,0,1600,280,0,1150,0,0,0,0,0,0,0,49.3759,0,80.4509,56.3513,0,92.0221,13.7341,2.99523,44.997,0.585,600951,0.585,1.54123e+06,0,0,2.14218e+06,2312,1430,2.75678e+06,0,2782,0,2.14218e+06,11445,40320,450,24462,16308,0,0,0,0,0,0,0,0,0,0,0,0,2.75678e+06,24462,2.73232e+06,2.14218e+06,590139,0,590139,0,0,0,0,0,1,129.827,80.4509,1,0.619679,148.373,92.0221,1,0.620206,58.7311,44.997,1,0.766152,0,0.0,0.0,0,220.465,220.465
