Date,Plot_Chilli,kc_ini_Chilli,kc_dev_Chilli,kc_mid_Chilli,kc_end_Chilli,RG_days_Chilli,Plot_Tobacco,kc_ini_Tobacco,kc_dev_Tobacco,kc_mid_Tobacco,kc_end_Tobacco,RG_days_Tobacco,Plot_Pulses,kc_ini_Pulses,kc_dev_Pulses,kc_mid_Pulses,kc_end_Pulses,RG_days_Pulses,Kci_Chilli,Kci_Tobacco,Kci_Pulses,Kci_plot 1,Kci_plot 2,Kci_plot 3,Stage_1_Chilli,Stage_1_Tobacco,Stage_1_Pulses,Stage_1_plot 1,Stage_1_plot 2,Stage_1_plot 3,Kei_plot 1,Kei_plot 2,Kei_plot 3,Chilli_crop_rd,Tobacco_crop_rd,Pulses_crop_rd,crop_rd_plot 1,crop_rd_plot 2,crop_rd_plot 3,Chilli_depletion,Tobacco_depletion,Pulses_depletion,final_depletion_plot 1,final_depletion_plot 2,final_depletion_plot 3,Chilli_Sown_Area,Tobacco_Sown_Area,Pulses_Sown_Area,Ze,TAWi_plot 1,TAWi_plot 2,TAWi_plot 3,RAWi_plot 1,RAWi_plot 2,RAWi_plot 3,TEWi_plot 1,TEWi_plot 2,TEWi_plot 3,REWi_plot 1,REWi_plot 2,REWi_plot 3,TEWi,REWi,plot 1_NSA,plot 2_NSA,plot 3_NSA,eva_red_area_Chilli,eva_red_Chilli,eva_red_area_Tobacco,eva_red_Tobacco,eva_red_area_Pulses,eva_red_Pulses,Final_Evap_Red_Chilli,Final_Evap_Red_Tobacco,Final_Evap_Red_Pulses,Final_Evap_Red_plot 1,Final_Evap_Red_plot 2,Final_Evap_Red_plot 3,Chilli_CN2,Tobacco_CN2,Pulses_CN2,Actual Crop Sown Area,consolidated_crop_cn2,Fallow_area,Builtup_area,Waterbodies_area,Pasture,Forest,Crop_Area,Fallow_Area,Fallowcn2,Final_cn2,Final_CN2,Final_CN1,Final_CN3,Dormant,AMC,SMDi_shifted_plot 1,SMDi_shifted_plot 2,SMDi_shifted_plot 3,SMDi_plot 1,SMDi_plot 2,SMDi_plot 3,Ks_soil_cond_plot 1,Ks_soil_plot 1,AE_soil_plot 1,Ks_crop_cond_plot 1,Ks_crop_plot 1,AE_crop_plot 1,Ks_soil_cond_plot 2,Ks_soil_plot 2,AE_soil_plot 2,Ks_crop_cond_plot 2,Ks_crop_plot 2,AE_crop_plot 2,Ks_soil_cond_plot 3,Ks_soil_plot 3,AE_soil_plot 3,Ks_crop_cond_plot 3,Ks_crop_plot 3,AE_crop_plot 3,AE_crop_Chilli,AE_crop_Tobacco,AE_crop_Pulses,AE_soil_Chilli,AE_soil_Tobacco,AE_soil_Pulses,GWnr,GWnr_plot 1,GWnr_plot 2,GWnr_plot 3,GWnr_Fallow,Fallow Area Recharge,Recharge,IWR_Chilli,IWR_Tobacco,IWR_Pulses
1998-01-11,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.2768,25.2768,25.2768,25.7336,25.7336,25.7336,2,0.106371,0.456814,0,0,0,2,0.106371,0.456814,0,0,0,2,0.106371,0.456814,0,0,0,0,0,0,0.456814,0.456814,0.456814,0,0,0,0,0,2019,0,0,0,0
1998-01-12,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,25.7336,25.7336,25.7336,26.0693,26.0693,26.0693,2,0.0781726,0.335715,0,0,0,2,0.0781726,0.335715,0,0,0,2,0.0781726,0.335715,0,0,0,0,0,0,0.335715,0.335715,0.335715,0,0,0,0,0,2019,0,0,0,0
1998-01-13,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.0693,26.0693,26.0693,26.316,26.316,26.316,2,0.0574495,0.246719,0,0,0,2,0.0574495,0.246719,0,0,0,2,0.0574495,0.246719,0,0,0,0,0,0,0.246719,0.246719,0.246719,0,0,0,0,0,2019,0,0,0,0
1998-01-14,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.316,26.316,26.316,26.4974,26.4974,26.4974,2,0.0422199,0.181315,0,0,0,2,0.0422199,0.181315,0,0,0,2,0.0422199,0.181315,0,0,0,0,0,0,0.181315,0.181315,0.181315,0,0,0,0,0,2019,0,0,0,0
1998-01-15,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.4974,26.4974,26.4974,26.6306,26.6306,26.6306,2,0.0310276,0.133249,0,0,0,2,0.0310276,0.133249,0,0,0,2,0.0310276,0.133249,0,0,0,0,0,0,0.133249,0.133249,0.133249,0,0,0,0,0,2019,0,0,0,0
1998-01-16,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.6306,26.6306,26.6306,26.7285,26.7285,26.7285,2,0.0228024,0.0979256,0,0,0,2,0.0228024,0.0979256,0,0,0,2,0.0228024,0.0979256,0,0,0,0,0,0,0.0979255,0.0979255,0.0979255,0,0,0,0,0,2019,0,0,0,0
1998-01-17,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.7285,26.7285,26.7285,26.8005,26.8005,26.8005,2,0.0167576,0.0719661,0,0,0,2,0.0167576,0.0719661,0,0,0,2,0.0167576,0.0719661,0,0,0,0,0,0,0.0719659,0.0719659,0.0719659,0,0,0,0,0,2019,0,0,0,0
1998-01-18,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.8005,26.8005,26.8005,26.8534,26.8534,26.8534,2,0.0123152,0.0528882,0,0,0,2,0.0123152,0.0528882,0,0,0,2,0.0123152,0.0528882,0,0,0,0,0,0,0.0528881,0.0528881,0.0528881,0,0,0,0,0,2019,0,0,0,0
1998-01-19,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.8534,26.8534,26.8534,26.8923,26.8923,26.8923,2,0.00905049,0.0388677,0,0,0,2,0.00905049,0.0388677,0,0,0,2,0.00905049,0.0388677,0,0,0,0,0,0,0.0388678,0.0388678,0.0388678,0,0,0,0,0,2019,0,0,0,0
1998-01-20,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.8923,26.8923,26.8923,26.9208,26.9208,26.9208,2,0.00665123,0.028564,0,0,0,2,0.00665123,0.028564,0,0,0,2,0.00665123,0.028564,0,0,0,0,0,0,0.0285641,0.0285641,0.0285641,0,0,0,0,0,2019,0,0,0,0
1998-01-21,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9208,26.9208,26.9208,26.9417,26.9417,26.9417,2,0.00488799,0.0341268,0,0,0,2,0.00488799,0.0341268,0,0,0,2,0.00488799,0.0341268,0,0,0,0,0,0,0.0341271,0.0341271,0.0341271,0,0,0,0,0,2019,0,0,0,0
1998-01-22,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9417,26.9417,26.9417,26.9572,26.9572,26.9572,2,0.00359618,0.0154439,0,0,0,2,0.00359618,0.0154439,0,0,0,2,0.00359618,0.0154439,0,0,0,0,0,0,0.0154442,0.0154442,0.0154442,0,0,0,0,0,2019,0,0,0,0
1998-01-23,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9572,26.9572,26.9572,26.968,26.968,26.968,2,0.00264286,0.195032,0,0,0,2,0.00264286,0.195032,0,0,0,2,0.00264286,0.195032,0,0,0,0,0,0,0.195032,0.195032,0.195032,0,0,0,0,0,2019,0,0,0,0
1998-01-24,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.968,26.968,26.968,26.9761,26.9761,26.9761,2,0.00197234,0.210994,0,0,0,2,0.00197234,0.210994,0,0,0,2,0.00197234,0.210994,0,0,0,0,0,0,0.210994,0.210994,0.210994,0,0,0,0,0,2019,0,0,0,0
1998-01-25,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9761,26.9761,26.9761,26.9824,26.9824,26.9824,2,0.00147419,0.0464972,0,0,0,2,0.00147419,0.0464972,0,0,0,2,0.00147419,0.0464972,0,0,0,0,0,0,0.0464972,0.0464972,0.0464972,0,0,0,0,0,2019,0,0,0,0
1998-01-26,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9824,26.9824,26.9824,26.9871,26.9871,26.9871,2,0.00108707,0.00466847,0,0,0,2,0.00108707,0.00466847,0,0,0,2,0.00108707,0.00466847,0,0,0,0,0,0,0.00466832,0.00466832,0.00466832,0,0,0,0,0,2019,0,0,0,0
1998-01-27,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9871,26.9871,26.9871,26.9905,26.9905,26.9905,2,0.000798849,0.00343069,0,0,0,2,0.000798849,0.00343069,0,0,0,2,0.000798849,0.00343069,0,0,0,0,0,0,0.00343077,0.00343077,0.00343077,0,0,0,0,0,2019,0,0,0,0
1998-01-28,plot 1,0,0,0,0,0,plot 2,0,0,0,0,0,plot 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,27,27,27,10.8,10.8,10.8,27,10.8,712,1880,1150,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5058,0.0695704,0.0520291,0.0631782,0.0633269,0,0.751895,91.925,84.8033,82.9975,70.9847,92.8921,Y,1,26.9905,26.9905,26.9905,26.9924,26.9924,26.9924,2,0.00058704,0.994503,0,0,0,2,0.00058704,0.994503,0,0,0,2,0.00058704,0.994503,0,0,0,0,0,0,0.994503,0.994503,0.994503,0,0,0,0,0,2019,0,0,0,0
